Catalog#,Artist,Title,Label,Format,Rating,Released,release_id,CollectionFolder,Date Added,Collection Media Condition,Collection Sleeve Condition,Collection Purchase,Collection Purchase - Detail,Collection Lyrics,Collection MoFi Sleeve,Collection 1st Play,Collection 2nd Play,Collection 3rd Play,Collection 4th Play,Collection 5th Play,Collection 6th Play,Collection 7th Play,Collection 8th Play,Collection 9th Play,Collection 10th Play,Collection Purchase Date,Collection Color,api_url,genre,style,num_songs,format,format_qty,community_have,community_want,rating_avg,rating_count,date_played,year,runtime
88985456111,LCD Soundsystem,American Dream,"DFA, Columbia","2xLP, Album",NA,2017,10776167,Vinyl LPs (New),12/6/2017 20:35,Mint (M),Mint (M),Amazon,NA,Yes,Yes x2,12/14/2017,7/13/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/10776167,Electronic,Leftfield,10,Vinyl,2,8475,1368,4.52,431,7/13/2022,2017,68
DFA 2250-2,LCD Soundsystem,This Is Happening,"DFA, Virgin Music","2xLP, Album",NA,2010,2395827,Vinyl LPs (New),6/27/2016 2:30,NA,NA,"Insound
",Indie Vinyl Den,NA,NA,6/26/2016,7/13/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/2395827,Electronic,Leftfield,9,Vinyl,2,8983,3166,4.54,617,7/13/2022,2010,65
DOC001,Dirty Projectors,Rise Above,Dead Oceans,"LP, Album",4,2007,1103207,Vinyl LPs (New),5/5/2015 23:00,Mint (M),Mint (M),"Park Ave CDs
",NA,NA,NA,5/5/2015,7/15/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/1103207,Rock,Folk Rock,10,Vinyl,1,1329,266,4.17,88,7/15/2022,2007,45.75
DNO217LP,Dirty Projectors,Bitte Orca,Domino,"LP, Album, 180",NA,2009,1834681,Vinyl LPs (New),4/23/2017 5:28,Mint (M),Mint (M),"Park Ave CDs
",NA,NA,Yes,4/24/2017,7/15/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/1834681,Electronic,Alternative Rock,9,Vinyl,1,2949,536,4.33,240,7/15/2022,2009,41.1
WIGLP325,Dirty Projectors,Dirty Projectors,Domino,"LP, Album + LP, S/Sided, Album, Etch",NA,2017,9872726,Vinyl LPs (New),4/23/2017 5:20,Mint (M),Mint (M),"Park Ave CDs
",NA,NA,No x2,4/24/2017,7/15/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/9872726,Electronic,Alternative Rock,9,Vinyl,1,713,88,4.1,49,7/15/2022,2017,48.2
DNO0312,Dirty Projectors,Swing Lo Magellan,Domino,"LP, Album, Tip",4,2012,3799385,Vinyl LPs (New),5/28/2014 4:07,Mint (M),Mint (M),Other,East West Music,NA,NA,5/27/2014,10/18/2014,6/10/2015,7/15/2022,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/3799385,Rock,Alternative Rock,12,Vinyl,1,1028,230,4.5,70,7/15/2022,2012,42
1.90295E+11,Dua Lipa,Future Nostalgia,Warner Records,"LP, Album, Ltd, Pin",NA,2020,14991944,Vinyl LPs (New),8/17/2020 15:08,Mint (M),Mint (M),"Target
",NA,NA,Yes,8/17/2020,12/1/2020,4/5/2021,12/2/2021,7/15/2022,NA,NA,NA,NA,NA,NA,Pink,https://api.discogs.com/releases/14991944,Electronic,Disco,11,Vinyl,1,5420,2859,4.52,340,7/15/2022,2020,37.25
"LKS348552, LKS348792",Kyle Dixon (2) & Michael Stein (9),Stranger Things - Volume One (A Netflix Original Series),"Lakeshore Records, Lakeshore Records","2xLP, Album, Club, Ltd, Num, Dar",NA,2016,9331817,Vinyl LPs (New),11/9/2016 23:08,"Mint (M)
","Mint (M)
",Label,Vinyl Me Please,NA,No x2,7/17/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red, Red",https://api.discogs.com/releases/9331817,Stage & Screen,Soundtrack,36,Vinyl,2,361,729,4.17,35,7/17/2022,2016,68
BB069,Various,Wizzz! Volume 3,Born Bad Records,"LP, Comp",NA,2015,7032623,Vinyl LPs (New),7/23/2022 11:29,Mint (M),Mint (M),eBay,get_importCDs,NA,Yes,7/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/7032623,Rock,Psychedelic Rock,17,Vinyl,1,919,335,4.14,65,7/23/2022,2015,47.8
B0018230-01,Jessie Ware,Devotion,"Cherrytree Records, Interscope Records, PMR Records (2)","LP, Album",NA,2013,4468932,Vinyl LPs (New),1/28/2016 4:27,Mint (M),Mint (M),GoHastings,NA,NA,No,7/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/4468932,Electronic,Neo Soul,13,Vinyl,1,964,296,4.44,70,7/23/2022,2012,49.8
PRC-329,Jay Som,Everybody Works,Polyvinyl Record Company,"LP, Album, Ora",NA,2017,9940859,Vinyl LPs (New),12/25/2017 0:14,Mint (M),Mint (M),Label,Polyvinyl Records,NA,Yes,7/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orange,https://api.discogs.com/releases/9940859,Rock,Indie Rock,10,Vinyl,1,1376,224,4.45,80,7/23/2022,2017,35.5
"STH2065, STH2099",Madvillain,Madvillainy Instrumentals,"Stones Throw Records, Stones Throw Records","2xLP, Album, RE",NA,2021,18883501,Vinyl LPs (New),7/23/2022 11:27,Mint (M),Mint (M),eBay,get_importCDs,NA,Yes x2,7/23/2022,4/15/2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/18883501,Hip Hop,Instrumental,17,Vinyl,2,862,471,4.67,39,7/23/2022,2004,39
19439709881,María José Llergo,Sanación,Sony Music,"12"", MiniAlbum",NA,2020,14747739,Vinyl LPs (New),7/23/2022 11:28,Mint (M),Mint (M),eBay,get_importCDs,Yes,Yes,7/24/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/14747739,Electronic,Flamenco,7,Vinyl,1,280,76,4.73,26,7/24/2022,2020,27
BSK 3010,Fleetwood Mac,Rumours,Warner Bros. Records,"LP, Album, Los",4,1977,526351,Vinyl LPs (Used),12/28/2013 2:13,NA,NA,"Bananas
",NA,NA,"No
",7/24/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/526351,Rock,Soft Rock,11,Vinyl,1,43914,9642,4.5,3248,7/24/2022,1977,40
SD 33-261,Otis Redding,History Of Otis Redding,ATCO Records,"LP, Comp, RE, Gat",NA,1968,2073207,Vinyl LPs (Used),3/11/2015 4:42,Near Mint (NM or M-),Near Mint (NM or M-),"Other
",Page's Pastiques,NA,NA,3/10/2015,7/24/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/2073207,Funk / Soul,Soul,12,Vinyl,1,1196,65,4.31,74,7/24/2022,1967,30
MRG308,Caribou,Andorra,Merge Records,"LP, Album, 180",NA,2007,1123013,Vinyl LPs (New),3/30/2016 5:05,NA,NA,Label,Merge Records,NA,Yes,7/25/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/1123013,Electronic,Space Rock,9,Vinyl,1,2848,526,4.21,214,7/25/2022,2007,43
MRG348,Caribou,Swim,Merge Records,"2x12"", Album",5,2010,2233855,Vinyl LPs (New),3/30/2016 5:05,NA,NA,Label,Merge Records,NA,Yes x2,7/25/2022,4/14/2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/2233855,Electronic,Techno,9,Vinyl,2,4090,1263,4.38,338,7/25/2022,2010,43.2
MRG708,Caribou,Suddenly,Merge Records,"LP, Album, Club, Ltd, Blu + CD, Mixed",NA,2020,14910092,Vinyl LPs (New),3/17/2020 19:17,Mint (M),Mint (M),Label,Rough Trade,NA,Yes,3/17/2020,8/31/2020,8/3/2021,7/25/2022,NA,NA,NA,NA,NA,NA,NA,Blue,https://api.discogs.com/releases/14910092,Electronic,House,13,Vinyl,1,200,175,4.67,18,7/25/2022,2020,43.5
MRG488,Caribou,Our Love,Merge Records,"LP, Album, 180",5,2014,6148737,Vinyl LPs (New),10/7/2014 12:54,Mint (M),Mint (M),Amazon,NA,NA,Yes,10/9/2014,1/3/2015,3/24/2015,11/12/2015,7/25/2022,4/11/2023,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/6148737,Electronic,Experimental,10,Vinyl,1,7269,1400,4.33,565,7/25/2022,2014,42
SMLP012,Marie-Pierre Arthur,Si L'Aurore,Simone Records (2),"LP, Album, RE",NA,2020,15753696,Vinyl LPs (New),7/31/2022 4:16,Mint (M),Mint (M),Label,Bandcamp,Yes,Yes,7/31/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/15753696,Rock,Indie Rock,10,Vinyl,1,21,4,3,1,7/31/2022,2015,41.8
SMLP053,Marie-Pierre Arthur,Des Feux Pour Voir,Simone Records (2),"LP, Album, Cle",NA,2020,14670359,Vinyl LPs (New),7/31/2022 4:16,Mint (M),Mint (M),Label,Bandcamp,NA,Yes,7/31/2022,10/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clear,https://api.discogs.com/releases/14670359,Electronic,Indie Rock,8,Vinyl,1,84,15,4.71,14,7/31/2022,2020,36
2537531776,Death Grips,No Love Deep Web,"Third Worlds, Harvest","LP, Album",4,2013,5115942,Vinyl LPs (New),12/24/2014 3:02,Mint (M),Mint (M),Other,Barnes & Noble,NA,No,7/31/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/5115942,Electronic,Hardcore Hip-Hop,13,Vinyl,1,5463,2646,4.5,488,7/31/2022,2012,45.8
FGRLPV005,Danny Brown (2),XXX,Fool's Gold Records,"2xLP, Album, Gat",4,2012,3639350,Vinyl LPs (New),6/25/2015 23:00,Mint (M),Mint (M),Insound,NA,NA,No,6/25/2015,7/31/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/3639350,Hip Hop,Hardcore Hip-Hop,19,Vinyl,2,3993,2379,4.5,317,7/31/2022,2012,61
"WARPLP276X, none",Danny Brown (2),Atrocity Exhibition,"Warp Records, Fool's Gold Records","2xLP, Album, Club, Ltd, Num, Blu",NA,2016,9233121,Vinyl LPs (New),11/9/2016 18:20,NA,NA,Label,Vinyl Me Please,NA,No x2,9/6/2020,7/31/2022,NA,NA,NA,NA,NA,NA,NA,NA,10/17/2016 12:00,"Blue, Blue",https://api.discogs.com/releases/9233121,Electronic,Gangsta,15,Vinyl,2,568,1400,4.63,64,7/31/2022,2016,46.8
B0028726-01,"Lady Gaga, Bradley Cooper",A Star Is Born Soundtrack,Interscope Records,"2xLP, Album",NA,2018,12615608,Vinyl LPs (New),8/1/2022 14:35,Mint (M),Mint (M),NA,NA,NA,Yes x2,8/1/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/12615608,Rock,Southern Rock,34,Vinyl,2,5036,844,4.39,231,8/1/2022,2018,70
LKS349012,Nicholas Britell,Moonlight,Lakeshore Records,"LP, Album, Blu",NA,2017,9800973,Vinyl LPs (New),8/1/2022 14:45,Very Good Plus (VG+),Very Good (VG),Other,NA,NA,Yes,8/1/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blue,https://api.discogs.com/releases/9800973,Stage & Screen,,21,Vinyl,1,436,159,4.5,30,8/1/2022,2016,37.9
"302 067 286, 302 067 286 5",Various,Whiplash (Original Motion Picture Soundtrack),"Varèse Sarabande, Cutting Edge Group, Varèse Sarabande","LP, Album, Ltd, RE, Red",5,2015,7168841,Vinyl Soundtracks,8/13/2015 2:40,Mint (M),Mint (M),eBay,NA,NA,Yes,8/1/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/7168841,Jazz,Big Band,18,Vinyl,1,364,499,4.61,41,8/1/2022,2014,55
19439832641,Arcade Fire With Owen Pallett,Her,Milan,"LP, Album, Ltd, Whi",NA,2021,17893048,Vinyl LPs (New),7/1/2021 7:39,Mint (M),Mint (M),"Park Ave CDs
",NA,NA,Yes,7/2/2021,8/1/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,https://api.discogs.com/releases/17893048,Stage & Screen,Score,13,Vinyl,1,4335,409,4.23,208,8/1/2022,2021,40
"532117-1, none",Various,The Perks Of Being A Wallflower,"Atlantic, Chop Shop Records (2), Summit Entertainment","LP, Comp, Ltd, Gre",5,2013,4645447,Vinyl Soundtracks,6/19/2014 3:55,Mint (M),Mint (M),UO,NA,NA,Yes,6/18/2014,7/25/2014,11/28/2014,8/1/2022,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/4645447,Stage & Screen,Soundtrack,12,Vinyl,1,881,1268,4.46,54,8/1/2022,2012,52
"SC164, YOURS0115",jj (15),JJ N° 2,"Secretly Canadian, Sincerely Yours","LP, Album",NA,2010,2384503,Vinyl LPs (New),6/15/2016 20:21,NA,NA,Other,Tonevendor,No,Yes,8/3/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/2384503,Electronic,Leftfield,10,Vinyl,1,555,190,4.44,50,8/3/2022,2009,26.75
"9630-1, 724596963012",M83,Digital Shades [Vol. I],"Mute, Mute","LP, Album, RP, 180",NA,2015,7757157,Vinyl LPs (New),5/5/2016 11:28,Mint (M),Near Mint (NM or M-),Other,Discogs,NA,No,7/14/2016,8/3/2022,2/8/2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/7757157,Electronic,Ambient,10,Vinyl,1,460,143,4.06,31,8/3/2022,2007,35.75
LBJ-222,Hop Along,Get Disowned,Saddle Creek,"LP, Album, RE, Blu",NA,2016,8128092,Vinyl LPs (New),3/23/2016 22:20,Mint (M),Mint (M),Park Ave CDs,NA,Yes,Yes,3/25/2016,8/3/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blue,https://api.discogs.com/releases/8128092,Rock,Alternative Rock,10,Vinyl,1,600,230,4.27,30,8/3/2022,2012,40
FL00005LP,Sault,Untitled (Black Is),Forever Living Originals,"2xLP, Album",5,2020,15912430,Vinyl LPs (New),2/23/2021 12:54,Mint (M),Mint (M),"Label
",NA,NA,"Yes x2
",8/4/2022,11/7/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/15912430,Electronic,Soul,20,Vinyl,2,5532,1300,4.7,358,8/4/2022,2020,56.5
314-539 189-1,Portishead,Portishead,"Go! Beat, London Records, Mercury","2xLP, Album, RE, TML",NA,2010,7336763,Vinyl LPs (New),2/6/2018 17:28,Mint (M),Mint (M),"Amazon
",NA,NA,Yes x2,8/4/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/7336763,Electronic,Trip Hop,11,Vinyl,2,1250,487,4.54,98,8/4/2022,1997,50
DOC050,Phosphorescent,Muchacho,Dead Oceans,"LP, Album",NA,2013,4394932,Vinyl LPs (New),3/29/2016 5:27,NA,NA,GoHastings,NA,NA,"Yes
",8/5/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/4394932,Rock,Folk Rock,10,Vinyl,1,4067,523,4.26,256,8/5/2022,2013,46.5
GLS-0105-01,Phoenix,Wolfgang Amadeus Phoenix,"Glassnote (2), Loyauté","LP, Album",NA,2009,1806684,Vinyl LPs (New),2/16/2018 3:53,Mint (M),Mint (M),Other,NA,NA,"Yes
",8/5/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/1806684,Electronic,Pop Rock,10,Vinyl,1,8909,2535,4.41,633,8/5/2022,2009,36.5
GLS-0216-01,Phoenix,Ti Amo,"Glassnote (2), Loyauté","LP, Album, Cok",NA,2017,10410119,Vinyl LPs (New),2/16/2018 3:52,Mint (M),Mint (M),Other,NA,NA,"Yes
",8/5/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clear,https://api.discogs.com/releases/10410119,Rock,Indie Rock,10,Vinyl,1,2667,431,4.16,158,8/5/2022,2017,36.7
$3 ,Sales,SALES LP,Not On Label,"LP, Album, Whi",NA,2016,8646959,Vinyl LPs (New),9/17/2016 0:35,Mint (M),Mint (M),Label,Bandcamp,NA,Yes,8/5/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,https://api.discogs.com/releases/8646959,Electronic,Indie Pop,15,Vinyl,1,755,709,4.63,63,8/5/2022,2016,37.75
"SOURLP 123, RP1-557161",Phoenix,It's Never Been Like That,"Parlophone, Parlophone","LP, Album, RE",NA,2015,6649971,Vinyl LPs (New),6/12/2018 22:02,Mint (M),Mint (M),Insound,NA,NA,"Yes
",8/5/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/6649971,Electronic,Pop Rock,10,Vinyl,1,1135,378,4.3,67,8/5/2022,2006,56.3
B0011141-01 JK02,Portishead,Third,Mercury,"2xLP, Album, Ltd",4,2008,1325439,Vinyl LPs (New),5/11/2015 20:32,Near Mint (NM or M-),Near Mint (NM or M-),UO,NA,NA,Yes x2,5/13/2015,8/5/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/1325439,Electronic,Alternative Rock,11,Vinyl,2,7027,1489,4.33,725,8/5/2022,2008,49
FLO0002LP,Sault,5,Forever Living Originals,"LP, Album, RE",NA,2020,16542747,Vinyl LPs (New),2/8/2021 14:36,Mint (M),Mint (M),NA,NA,NA,Yes,8/6/2022,11/7/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/16542747,Rock,Soul,14,Vinyl,1,1786,432,4.66,125,8/6/2022,2019,41.8
FLO0003,Sault,7,Forever Living Originals,"LP, Album, RP",NA,2020,15193605,Vinyl LPs (New),2/8/2021 14:37,Mint (M),Mint (M),NA,NA,NA,Yes,8/6/2022,11/7/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/15193605,Rock,Funk,10,Vinyl,1,1358,409,4.46,85,8/6/2022,2019,34
YTLP158,Sampha,Process,Young Turks,"LP, Album",NA,2017,9814889,Vinyl LPs (New),4/23/2017 5:17,Mint (M),Mint (M),"Park Ave CDs
",NA,Yes,Yes,4/24/2017,8/7/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/9814889,Electronic,Soul,10,Vinyl,1,3612,1362,4.43,219,8/7/2022,2017,40.3
846007,Tame Impala,The Slow Rush,"Island Records, Interscope Records, Fiction Records, Caroline International","LP, Red + LP, Blu + Album, Ltd, 180",NA,2020,14783822,Vinyl LPs (New),8/8/2022 9:55,Mint (M),Mint (M),eBay,findersrecords,NA,Yes x2,8/8/2022,3/10/2023,NA,NA,NA,NA,NA,NA,NA,NA,2/14/2020 12:00,"Red, Blue",https://api.discogs.com/releases/14783822,Electronic,Alternative Rock,12,Vinyl,1,6983,2387,4.41,446,8/8/2022,2020,57.5
MODVL184,Tame Impala,Live Versions,Modular Recordings,"LP, Album, RSD, Ltd, Gre",4,2014,5608513,Vinyl LPs (New),4/20/2014 1:57,Mint (M),Mint (M),"Park Ave CDs
",NA,No,Yes,8/8/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Green,https://api.discogs.com/releases/5608513,Rock,Psychedelic Rock,9,Vinyl,1,1595,828,4.28,188,8/8/2022,2014,48
MOVLP202,Slowdive,Souvlaki,Music On Vinyl,"LP, Album, RE, 180",NA,2011,3020028,Vinyl LPs (New),12/6/2017 20:39,Mint (M),Mint (M),Amazon,NA,NA,NA,8/8/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/3020028,Rock,Indie Rock,10,Vinyl,1,14369,3872,4.68,1133,8/8/2022,1993,40.5
FP1652-1,Soccer Mommy,Clean,Fat Possum Records,"LP, Album",NA,2018,11635437,Vinyl LPs (New),7/10/2018 22:35,Mint (M),Mint (M),Amazon,NA,NA,NA,7/10/2018,8/8/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/11635437,Rock,Alternative Rock,10,Vinyl,1,3062,447,4.28,139,8/8/2022,2018,34.7
XLT652,Vampire Weekend,Step,XL Recordings,"12"", Single, Ltd, Whi",4,2015,6911987,Vinyl LPs (New),4/25/2015 22:58,Mint (M),Mint (M),Other,Bull Moose,NA,NA,4/25/2015,8/8/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,https://api.discogs.com/releases/6911987,Pop,Vocal,3,Vinyl,1,378,136,4.05,22,8/8/2022,2015,10
XL LP 429,Vampire Weekend,Contra,XL Recordings,"LP, Album, 180",4,2010,2888478,Vinyl LPs (New),5/19/2015 3:44,Mint (M),Mint (M),"Target
",NA,NA,NA,5/20/2015,11/1/2015,8/8/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/2888478,Rock,Alternative Rock,10,Vinyl,1,6056,1659,4.32,397,8/8/2022,2010,36.75
XLLP318,Vampire Weekend,Vampire Weekend,XL Recordings,"LP, Album",4,2008,1244247,Vinyl LPs (New),5/19/2015 3:44,Mint (M),Mint (M),"Target
",NA,NA,NA,5/20/2015,11/1/2015,8/8/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/1244247,Rock,Indie Rock,11,Vinyl,1,11446,3565,4.37,765,8/8/2022,2008,34.3
JAG238,Volcano Choir,Repave,Jagjaguwar,"LP, Album, Whi",4,2013,5115361,Vinyl LPs (New),6/20/2014 17:50,Mint (M),Mint (M),UO,NA,NA,NA,6/20/2014,6/30/2014,12/10/2014,9/28/2015,8/8/2022,NA,NA,NA,NA,NA,NA,White,https://api.discogs.com/releases/5115361,Rock,Folk Rock,8,Vinyl,1,159,152,4.47,15,8/8/2022,2013,39
CHKLP006,The Olivia Tremor Control,"Music From The Unrealized Film Script ""Dusk At Cubist Castle""",Chunklet Magazine,"2xLP, Album, RE, RM",NA,2011,3203282,Vinyl LPs (New),6/15/2016 20:22,Mint (M),Mint (M),Other,Tonevendor,No,No x2,2/19/2018,8/9/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/3203282,Rock,Lo-Fi,27,Vinyl,2,1423,451,4.48,111,8/9/2022,2004,74
JQ-48545,Red Hot Chili Peppers,Greatest Hits,Warner Bros. Records,"2xLP, Comp, RE",NA,0,11885078,Vinyl LPs (New),8/10/2022 9:57,NA,NA,"Amazon
",NA,NA,Yes x2,8/10/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/11885078,Rock,Alternative Rock,16,Vinyl,2,1303,141,4.65,48,8/10/2022,2003,66
BF112,Hiatus Kaiyote,Mood Valiant,Brainfeeder,"LP, Album",NA,2021,19242826,Vinyl LPs (New),12/10/2021 13:18,Mint (M),Mint (M),"Target
",NA,Yes,Yes,12/10/2021,8/10/2022,1/25/2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/19242826,Electronic,Neo Soul,12,Vinyl,1,1051,242,4.52,58,8/10/2022,2021,42.8
LUCKY092LPD,Hinds,Deluxe Edition!,Lucky Number,"LP, MiniAlbum, Ltd",NA,2016,9290171,Vinyl LPs (New),1/28/2017 14:14,Mint (M),Mint (M),"Other
",Discogs,No,No,3/16/2017,8/10/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/9290171,Rock,Indie Rock,14,Vinyl,1,181,111,3.91,11,8/10/2022,2016,20
MRG525,Ex Hex,Rips,Merge Records,"LP, Album",4,2014,6152270,Vinyl LPs (New),12/17/2014 17:09,Mint (M),Mint (M),Other,Best Buy,NA,"Yes
",1/19/2015,8/10/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/6152270,Rock,Power Pop,12,Vinyl,1,2325,300,4.27,139,8/10/2022,2014,35.25
FRANKULTRA003,Frank Ocean,"nostalgia, ULTRA.",Not On Label (Frank Ocean),"LP, Album, Ltd, Unofficial, Yel",4,2013,6553492,Vinyl LPs (New) Bootlegs,2/11/2015 0:48,Mint (M),Mint (M),"Other
",hhv.de,NA,"Yes
",2/11/2015,8/10/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/6553492,Funk / Soul,Contemporary R&B,14,Vinyl,1,218,303,4.47,15,8/10/2022,2011,42
DNO 305,Real Estate (2),Days,Domino,"LP, Album, 180",NA,2011,3169563,Vinyl LPs (New),4/21/2016 5:36,Mint (M),Mint (M),GoHastings,NA,NA,No,4/24/2016,12/11/2021,8/10/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/3169563,Rock,Alternative Rock,10,Vinyl,1,4033,856,4.48,292,8/10/2022,2011,41.5
MRG789,Destroyer (4),Labyrinthitis,Merge Records,"LP, Album",NA,2022,22693109,Vinyl LPs (New),7/7/2022 15:12,Mint (M),Mint (M),"Target
",NA,NA,"Yes
",8/12/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/22693109,Rock,Indie Rock,10,Vinyl,1,310,49,4.4,15,8/12/2022,2022,43.9
CAD3521,Deerhunter,Fading Frontier,4AD,"LP, Album",NA,2015,7603180,Vinyl LPs (New),6/10/2016 14:43,Mint (M),Mint (M),GoHastings,NA,NA,No,6/28/2016,8/13/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/7603180,Rock,Indie Rock,9,Vinyl,1,3226,393,4.13,227,8/13/2022,2015,36
BBC-93139-1,Aesop Rock,Labor Days,Block Block Chop,"2xLP, Album, Ltd, RE, 180",NA,2013,4928826,Vinyl LPs (New),8/15/2022 14:48,Mint (M),Mint (M),"Amazon
",NA,No,Yes x2,8/15/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/5/2018 12:00,NA,https://api.discogs.com/releases/4928826,Hip Hop,Conscious,14,Vinyl,2,3629,782,4.64,311,8/15/2022,2001,61
DNO 086,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",Domino,"LP, Album",NA,2006,1004089,Vinyl LPs (New),12/6/2017 20:37,NA,NA,Amazon,NA,NA,"Yes
",8/15/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/1004089,Rock,Indie Rock,13,Vinyl,1,7816,2022,4.54,514,8/15/2022,2006,41
KR152,Fear Of Men,Fall Forever,Kanine Records,"LP, Album, Whi",NA,2016,8525299,Vinyl LPs (New),11/16/2016 17:32,NA,NA,Amazon,NA,NA,Yes,11/26/2016,8/15/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,https://api.discogs.com/releases/8525299,Rock,Indie Rock,10,Vinyl,1,281,25,4.38,13,8/15/2022,2016,31.7
WBA1-233980,Depeche Mode,Violator,"Rhino Records (2), Reprise Records, Sire, Mute","LP, Album, RE, 180",NA,2014,5745724,Vinyl LPs (New),3/14/2017 20:34,Mint (M),Mint (M),Amazon,NA,NA,Yes,3/25/2017,8/15/2022,11/16/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/5745724,Electronic,Synth-pop,9,Vinyl,1,9443,1763,4.71,761,8/15/2022,1990,47
